customer_id,name,country,created_at,kyc_updated_at,risk_score,account_iban,customer_segment,employment_status,annual_income_eur,kyc_review_date,residency_status,source_of_funds,onboarding_channel,last_login_ip_country,account_iban,customer_segment,employment_status,annual_income_eur,kyc_review_date,residency_status,source_of_funds,onboarding_channel,last_login_ip_country
637,,ES,2024-11-23,,9,FR763974010000000063701,Premium,Self-Employed,49345,2024-03-14,Non-Resident,Salary,Branch,FR,FR763974010000000063701,Premium,Self-Employed,49345,2024-03-14,Non-Resident,Salary,Branch,FR
638,,IT,2024-09-03,,80,FR766083910000000063801,Private,Retired,77203,2024-08-25,Non-Resident,Salary,Branch,GB,FR766083910000000063801,Private,Retired,77203,2024-08-25,Non-Resident,Salary,Branch,GB
639,,LU,2025-08-28,,36,FR761348310000000063901,Retail,Retired,64043,2024-09-06,Non-Resident,Salary,Online,DE,FR761348310000000063901,Retail,Retired,64043,2024-09-06,Non-Resident,Salary,Online,DE
640,,LU,2023-06-02,,35,FR763261310000000064001,Premium,Retired,45731,2023-12-26,Non-Resident,Business income,Branch,GB,FR763261310000000064001,Premium,Retired,45731,2023-12-26,Non-Resident,Business income,Branch,GB
641,,FR,2025-07-05,,67,FR769428710000000064101,Premium,Self-Employed,24916,2024-02-16,Resident,Savings,Branch,DE,FR769428710000000064101,Premium,Self-Employed,24916,2024-02-16,Resident,Savings,Branch,DE
642,,IT,2023-10-12,,65,FR762186910000000064201,Premium,Self-Employed,108304,2025-05-17,Non-Resident,Salary,Branch,FR,FR762186910000000064201,Premium,Self-Employed,108304,2025-05-17,Non-Resident,Salary,Branch,FR
643,,FR,2024-11-09,,34,FR762293710000000064301,Retail,Student,85751,2023-03-29,Resident,Business income,Branch,DE,FR762293710000000064301,Retail,Student,85751,2023-03-29,Resident,Business income,Branch,DE
644,,LU,2023-07-06,,42,FR769002810000000064401,Premium,Self-Employed,122231,2023-08-14,Non-Resident,Savings,Branch,GB,FR769002810000000064401,Premium,Self-Employed,122231,2023-08-14,Non-Resident,Savings,Branch,GB
645,,LU,2024-01-05,,95,FR769703110000000064501,Premium,Self-Employed,79180,2024-12-08,Non-Resident,Savings,Branch,GB,FR769703110000000064501,Premium,Self-Employed,79180,2024-12-08,Non-Resident,Savings,Branch,GB
646,,FR,2025-07-21,,14,FR769568410000000064601,Private,Self-Employed,67626,2024-11-04,Resident,Salary,Online,GB,FR769568410000000064601,Private,Self-Employed,67626,2024-11-04,Resident,Salary,Online,GB
647,,FR,2023-10-28,,33,FR766094910000000064701,Private,Self-Employed,68682,2025-01-28,Resident,Salary,Branch,DE,FR766094910000000064701,Private,Self-Employed,68682,2025-01-28,Resident,Salary,Branch,DE
648,,FR,2024-01-20,,14,FR763640810000000064801,Premium,Self-Employed,138440,2023-08-24,Resident,Salary,Branch,GB,FR763640810000000064801,Premium,Self-Employed,138440,2023-08-24,Resident,Salary,Branch,GB
649,,FR,2023-05-15,,30,FR767696010000000064901,Premium,Self-Employed,32214,2024-12-01,Resident,Savings,Branch,GB,FR767696010000000064901,Premium,Self-Employed,32214,2024-12-01,Resident,Savings,Branch,GB
650,,DE,2023-06-07,,63,FR769067910000000065001,Retail,Student,22805,2025-05-24,Non-Resident,Salary,Online,FR,FR769067910000000065001,Retail,Student,22805,2025-05-24,Non-Resident,Salary,Online,FR
651,,IT,2024-09-23,,74,FR765734810000000065101,Premium,Retired,29141,2023-04-07,Non-Resident,Salary,Branch,FR,FR765734810000000065101,Premium,Retired,29141,2023-04-07,Non-Resident,Salary,Branch,FR
652,,BE,2023-11-04,,86,FR761792610000000065201,Premium,Salaried,68126,2025-07-22,Non-Resident,Savings,Branch,FR,FR761792610000000065201,Premium,Salaried,68126,2025-07-22,Non-Resident,Savings,Branch,FR
653,,IT,2023-05-02,,70,FR764997610000000065301,Retail,Salaried,34478,2024-04-09,Non-Resident,Salary,Online,FR,FR764997610000000065301,Retail,Salaried,34478,2024-04-09,Non-Resident,Salary,Online,FR
654,,IT,2024-06-17,,30,FR766379410000000065401,Private,Self-Employed,136902,2024-10-23,Non-Resident,Savings,Branch,GB,FR766379410000000065401,Private,Self-Employed,136902,2024-10-23,Non-Resident,Savings,Branch,GB
655,,DE,2023-11-29,,86,FR766123610000000065501,Retail,Self-Employed,35215,2023-09-01,Non-Resident,Savings,Online,ES,FR766123610000000065501,Retail,Self-Employed,35215,2023-09-01,Non-Resident,Savings,Online,ES
656,,IT,2025-06-27,,2,FR765042910000000065601,Premium,Self-Employed,22917,2024-09-14,Non-Resident,Savings,Branch,FR,FR765042910000000065601,Premium,Self-Employed,22917,2024-09-14,Non-Resident,Savings,Branch,FR
657,,FR,2023-07-05,,16,FR761199510000000065701,Retail,Salaried,117556,2023-11-26,Resident,Salary,Branch,ES,FR761199510000000065701,Retail,Salaried,117556,2023-11-26,Resident,Salary,Branch,ES
658,,BE,2025-06-25,,51,FR765289510000000065801,Private,Student,111204,2023-06-27,Non-Resident,Savings,Branch,FR,FR765289510000000065801,Private,Student,111204,2023-06-27,Non-Resident,Savings,Branch,FR
659,,LU,2024-11-09,,32,FR765381810000000065901,Private,Retired,29036,2025-03-02,Non-Resident,Salary,Online,FR,FR765381810000000065901,Private,Retired,29036,2025-03-02,Non-Resident,Salary,Online,FR
660,,BE,2024-09-21,,21,FR767327010000000066001,Premium,Student,59394,2023-07-08,Non-Resident,Salary,Online,FR,FR767327010000000066001,Premium,Student,59394,2023-07-08,Non-Resident,Salary,Online,FR
661,,FR,2022-12-29,,4,FR769420310000000066101,Premium,Self-Employed,61159,2024-07-28,Resident,Business income,Online,ES,FR769420310000000066101,Premium,Self-Employed,61159,2024-07-28,Resident,Business income,Online,ES
662,,IT,2024-05-11,,27,FR764694210000000066201,Retail,Self-Employed,37035,2025-03-02,Non-Resident,Salary,Branch,ES,FR764694210000000066201,Retail,Self-Employed,37035,2025-03-02,Non-Resident,Salary,Branch,ES
663,,LU,2023-02-25,,13,FR764733610000000066301,Premium,Retired,126172,2024-07-18,Non-Resident,Savings,Online,ES,FR764733610000000066301,Premium,Retired,126172,2024-07-18,Non-Resident,Savings,Online,ES
664,,FR,2024-02-25,,93,FR765968310000000066401,Retail,Self-Employed,108442,2024-11-04,Resident,Salary,Branch,GB,FR765968310000000066401,Retail,Self-Employed,108442,2024-11-04,Resident,Salary,Branch,GB
665,,FR,2023-09-08,,53,FR764618010000000066501,Retail,Student,75372,2024-02-03,Resident,Salary,Online,GB,FR764618010000000066501,Retail,Student,75372,2024-02-03,Resident,Salary,Online,GB
666,,LU,2025-05-09,,40,FR764641310000000066601,Premium,Self-Employed,40663,2024-03-08,Non-Resident,Salary,Branch,ES,FR764641310000000066601,Premium,Self-Employed,40663,2024-03-08,Non-Resident,Salary,Branch,ES
667,,LU,2023-07-18,,90,FR765962810000000066701,Private,Self-Employed,27429,2024-08-26,Non-Resident,Business income,Online,ES,FR765962810000000066701,Private,Self-Employed,27429,2024-08-26,Non-Resident,Business income,Online,ES
668,,DE,2025-07-26,,10,FR768393210000000066801,Private,Salaried,128908,2025-08-05,Non-Resident,Salary,Branch,GB,FR768393210000000066801,Private,Salaried,128908,2025-08-05,Non-Resident,Salary,Branch,GB
669,,FR,2025-08-29,,47,FR763790410000000066901,Premium,Self-Employed,32861,2024-09-23,Resident,Salary,Online,ES,FR763790410000000066901,Premium,Self-Employed,32861,2024-09-23,Resident,Salary,Online,ES
670,,DE,2025-03-23,,65,FR762276110000000067001,Premium,Retired,72906,2025-02-07,Non-Resident,Salary,Branch,DE,FR762276110000000067001,Premium,Retired,72906,2025-02-07,Non-Resident,Salary,Branch,DE
671,,ES,2023-10-19,,70,FR768026410000000067101,Premium,Retired,115479,2024-04-30,Non-Resident,Savings,Online,ES,FR768026410000000067101,Premium,Retired,115479,2024-04-30,Non-Resident,Savings,Online,ES
672,,IT,2023-07-10,,91,FR768608410000000067201,Retail,Student,79339,2025-01-26,Non-Resident,Salary,Branch,DE,FR768608410000000067201,Retail,Student,79339,2025-01-26,Non-Resident,Salary,Branch,DE
673,,BE,2024-02-10,,41,FR767627110000000067301,Premium,Salaried,46806,2024-05-23,Non-Resident,Business income,Branch,ES,FR767627110000000067301,Premium,Salaried,46806,2024-05-23,Non-Resident,Business income,Branch,ES
674,,BE,2025-02-08,,97,FR765067010000000067401,Premium,Retired,121814,2024-10-09,Non-Resident,Savings,Online,ES,FR765067010000000067401,Premium,Retired,121814,2024-10-09,Non-Resident,Savings,Online,ES
675,,LU,2023-03-02,,99,FR769600510000000067501,Private,Self-Employed,78386,2024-07-31,Non-Resident,Savings,Online,FR,FR769600510000000067501,Private,Self-Employed,78386,2024-07-31,Non-Resident,Savings,Online,FR
676,,DE,2023-03-25,,64,FR764344610000000067601,Private,Self-Employed,36061,2023-11-08,Non-Resident,Salary,Online,FR,FR764344610000000067601,Private,Self-Employed,36061,2023-11-08,Non-Resident,Salary,Online,FR
677,,IT,2023-05-30,,97,FR766700010000000067701,Private,Retired,70911,2025-01-15,Non-Resident,Salary,Online,DE,FR766700010000000067701,Private,Retired,70911,2025-01-15,Non-Resident,Salary,Online,DE
678,,FR,2023-04-20,,95,FR768628810000000067801,Private,Self-Employed,99125,2024-08-07,Resident,Salary,Branch,DE,FR768628810000000067801,Private,Self-Employed,99125,2024-08-07,Resident,Salary,Branch,DE
679,,IT,2022-12-21,,27,FR761940310000000067901,Premium,Retired,85809,2024-10-18,Non-Resident,Savings,Branch,ES,FR761940310000000067901,Premium,Retired,85809,2024-10-18,Non-Resident,Savings,Branch,ES
680,,DE,2024-10-01,,50,FR762237810000000068001,Premium,Self-Employed,95664,2025-01-24,Non-Resident,Business income,Branch,DE,FR762237810000000068001,Premium,Self-Employed,95664,2025-01-24,Non-Resident,Business income,Branch,DE
681,,DE,2024-11-29,,20,FR767133710000000068101,Premium,Retired,124874,2023-06-24,Non-Resident,Savings,Online,FR,FR767133710000000068101,Premium,Retired,124874,2023-06-24,Non-Resident,Savings,Online,FR
682,,ES,2023-04-12,,48,FR764314810000000068201,Premium,Retired,35688,2025-03-11,Non-Resident,Savings,Branch,DE,FR764314810000000068201,Premium,Retired,35688,2025-03-11,Non-Resident,Savings,Branch,DE
683,,BE,2025-02-06,,94,FR765142110000000068301,Retail,Retired,119502,2023-09-02,Non-Resident,Salary,Online,GB,FR765142110000000068301,Retail,Retired,119502,2023-09-02,Non-Resident,Salary,Online,GB
684,,IT,2025-02-19,,33,FR764062310000000068401,Retail,Salaried,133764,2024-05-02,Non-Resident,Salary,Branch,FR,FR764062310000000068401,Retail,Salaried,133764,2024-05-02,Non-Resident,Salary,Branch,FR
685,,FR,2025-03-12,,1,FR761310110000000068501,Private,Student,50598,2023-11-22,Resident,Business income,Branch,FR,FR761310110000000068501,Private,Student,50598,2023-11-22,Resident,Business income,Branch,FR
686,,BE,2024-04-05,,28,FR765782710000000068601,Private,Student,96245,2024-02-02,Non-Resident,Savings,Branch,FR,FR765782710000000068601,Private,Student,96245,2024-02-02,Non-Resident,Savings,Branch,FR
687,,FR,2024-09-09,,37,FR766158510000000068701,Premium,Retired,139421,2025-01-21,Resident,Business income,Branch,GB,FR766158510000000068701,Premium,Retired,139421,2025-01-21,Resident,Business income,Branch,GB
688,,IT,2025-02-15,,56,FR762843910000000068801,Retail,Retired,67011,2024-12-30,Non-Resident,Salary,Online,GB,FR762843910000000068801,Retail,Retired,67011,2024-12-30,Non-Resident,Salary,Online,GB
689,,IT,2024-09-24,,66,FR762252210000000068901,Premium,Self-Employed,114289,2025-04-12,Non-Resident,Savings,Branch,ES,FR762252210000000068901,Premium,Self-Employed,114289,2025-04-12,Non-Resident,Savings,Branch,ES
690,,ES,2025-06-23,,97,FR764765810000000069001,Premium,Retired,122643,2025-03-25,Non-Resident,Business income,Branch,DE,FR764765810000000069001,Premium,Retired,122643,2025-03-25,Non-Resident,Business income,Branch,DE
691,,FR,2025-06-13,,27,FR765390010000000069101,Premium,Student,110154,2024-03-22,Resident,Salary,Online,FR,FR765390010000000069101,Premium,Student,110154,2024-03-22,Resident,Salary,Online,FR
692,,FR,2023-11-09,,88,FR768483010000000069201,Retail,Self-Employed,67678,2024-04-16,Resident,Business income,Online,GB,FR768483010000000069201,Retail,Self-Employed,67678,2024-04-16,Resident,Business income,Online,GB
693,,FR,2024-04-04,,24,FR762759810000000069301,Private,Retired,101869,2024-03-18,Resident,Business income,Branch,DE,FR762759810000000069301,Private,Retired,101869,2024-03-18,Resident,Business income,Branch,DE
694,,FR,2023-08-18,,32,FR766911310000000069401,Premium,Self-Employed,39908,2025-06-01,Resident,Savings,Branch,GB,FR766911310000000069401,Premium,Self-Employed,39908,2025-06-01,Resident,Savings,Branch,GB
695,,ES,2024-05-26,,53,FR761585110000000069501,Retail,Self-Employed,31855,2024-09-14,Non-Resident,Salary,Online,ES,FR761585110000000069501,Retail,Self-Employed,31855,2024-09-14,Non-Resident,Salary,Online,ES
696,,FR,2024-01-02,,48,FR763109110000000069601,Premium,Self-Employed,21273,2023-12-04,Resident,Salary,Online,DE,FR763109110000000069601,Premium,Self-Employed,21273,2023-12-04,Resident,Salary,Online,DE
697,,FR,2025-04-12,,46,FR762960910000000069701,Retail,Salaried,91178,2023-10-23,Resident,Salary,Branch,DE,FR762960910000000069701,Retail,Salaried,91178,2023-10-23,Resident,Salary,Branch,DE
698,,FR,2023-03-06,,56,FR769164710000000069801,Retail,Student,119834,2024-09-07,Resident,Salary,Branch,FR,FR769164710000000069801,Retail,Student,119834,2024-09-07,Resident,Salary,Branch,FR
699,,ES,2025-02-27,,36,FR768187910000000069901,Private,Salaried,114339,2023-06-08,Non-Resident,Salary,Branch,GB,FR768187910000000069901,Private,Salaried,114339,2023-06-08,Non-Resident,Salary,Branch,GB
700,,LU,2025-05-20,,27,FR761567510000000070001,Premium,Retired,39818,2024-10-31,Non-Resident,Business income,Online,GB,FR761567510000000070001,Premium,Retired,39818,2024-10-31,Non-Resident,Business income,Online,GB
701,,LU,2024-09-19,,14,FR763665810000000070101,Private,Student,20954,2024-11-28,Non-Resident,Business income,Online,DE,FR763665810000000070101,Private,Student,20954,2024-11-28,Non-Resident,Business income,Online,DE
702,,BE,2024-08-06,,25,FR764513710000000070201,Retail,Self-Employed,20315,2023-12-03,Non-Resident,Salary,Online,ES,FR764513710000000070201,Retail,Self-Employed,20315,2023-12-03,Non-Resident,Salary,Online,ES
703,,FR,2023-08-06,,23,FR763174410000000070301,Private,Retired,44168,2024-05-02,Resident,Salary,Branch,ES,FR763174410000000070301,Private,Retired,44168,2024-05-02,Resident,Salary,Branch,ES
704,,FR,2024-03-13,,13,FR761473210000000070401,Premium,Student,72308,2023-12-03,Resident,Savings,Branch,DE,FR761473210000000070401,Premium,Student,72308,2023-12-03,Resident,Savings,Branch,DE
705,,BE,2022-12-29,,81,FR766678910000000070501,Retail,Student,23727,2024-05-07,Non-Resident,Business income,Online,GB,FR766678910000000070501,Retail,Student,23727,2024-05-07,Non-Resident,Business income,Online,GB
706,,LU,2023-12-20,,26,FR762225210000000070601,Retail,Student,95501,2024-01-17,Non-Resident,Business income,Online,FR,FR762225210000000070601,Retail,Student,95501,2024-01-17,Non-Resident,Business income,Online,FR
707,,FR,2024-12-26,,80,FR763677610000000070701,Private,Retired,91026,2025-06-23,Resident,Business income,Branch,FR,FR763677610000000070701,Private,Retired,91026,2025-06-23,Resident,Business income,Branch,FR
708,,DE,2025-02-08,,66,FR768690310000000070801,Retail,Salaried,132691,2025-08-25,Non-Resident,Savings,Branch,ES,FR768690310000000070801,Retail,Salaried,132691,2025-08-25,Non-Resident,Savings,Branch,ES
709,,ES,2024-08-12,,69,FR768001110000000070901,Private,Salaried,35707,2025-05-15,Non-Resident,Salary,Branch,GB,FR768001110000000070901,Private,Salaried,35707,2025-05-15,Non-Resident,Salary,Branch,GB
710,,FR,2024-12-30,,47,FR761027510000000071001,Premium,Salaried,108141,2024-03-14,Resident,Salary,Branch,FR,FR761027510000000071001,Premium,Salaried,108141,2024-03-14,Resident,Salary,Branch,FR
711,,FR,2024-10-03,,93,FR762882010000000071101,Private,Student,87909,2023-11-05,Resident,Savings,Online,FR,FR762882010000000071101,Private,Student,87909,2023-11-05,Resident,Savings,Online,FR
712,,LU,2024-11-18,,70,FR768660910000000071201,Retail,Student,118845,2025-04-24,Non-Resident,Business income,Online,GB,FR768660910000000071201,Retail,Student,118845,2025-04-24,Non-Resident,Business income,Online,GB
713,,IT,2025-04-30,,9,FR764058910000000071301,Retail,Student,88114,2025-04-22,Non-Resident,Savings,Branch,ES,FR764058910000000071301,Retail,Student,88114,2025-04-22,Non-Resident,Savings,Branch,ES
714,,FR,2024-06-26,,98,FR769872810000000071401,Private,Self-Employed,22529,2023-08-10,Resident,Savings,Online,ES,FR769872810000000071401,Private,Self-Employed,22529,2023-08-10,Resident,Savings,Online,ES
715,,LU,2024-11-05,,52,FR767014810000000071501,Private,Self-Employed,21262,2024-02-02,Non-Resident,Salary,Branch,ES,FR767014810000000071501,Private,Self-Employed,21262,2024-02-02,Non-Resident,Salary,Branch,ES
716,,FR,2024-04-13,,71,FR768101710000000071601,Retail,Retired,83254,2024-06-14,Resident,Salary,Branch,FR,FR768101710000000071601,Retail,Retired,83254,2024-06-14,Resident,Salary,Branch,FR
717,,FR,2025-02-18,,11,FR765056310000000071701,Retail,Student,54945,2024-04-24,Resident,Salary,Online,GB,FR765056310000000071701,Retail,Student,54945,2024-04-24,Resident,Salary,Online,GB
718,,ES,2024-09-12,,5,FR761781110000000071801,Retail,Self-Employed,108183,2024-05-03,Non-Resident,Business income,Online,GB,FR761781110000000071801,Retail,Self-Employed,108183,2024-05-03,Non-Resident,Business income,Online,GB
719,,BE,2023-01-09,,29,FR762621110000000071901,Private,Retired,111815,2023-12-14,Non-Resident,Salary,Online,GB,FR762621110000000071901,Private,Retired,111815,2023-12-14,Non-Resident,Salary,Online,GB
720,,ES,2024-03-21,,27,FR761566910000000072001,Private,Salaried,66344,2024-05-23,Non-Resident,Business income,Branch,GB,FR761566910000000072001,Private,Salaried,66344,2024-05-23,Non-Resident,Business income,Branch,GB
721,,BE,2023-10-28,,32,FR769513510000000072101,Premium,Self-Employed,72165,2025-03-20,Non-Resident,Salary,Online,ES,FR769513510000000072101,Premium,Self-Employed,72165,2025-03-20,Non-Resident,Salary,Online,ES
722,,FR,2023-11-17,,82,FR767661810000000072201,Private,Retired,91979,2023-06-15,Resident,Savings,Online,GB,FR767661810000000072201,Private,Retired,91979,2023-06-15,Resident,Savings,Online,GB
723,,LU,2023-12-16,,99,FR765929710000000072301,Private,Student,33737,2025-02-09,Non-Resident,Salary,Online,FR,FR765929710000000072301,Private,Student,33737,2025-02-09,Non-Resident,Salary,Online,FR
724,,FR,2024-05-02,,61,FR764898810000000072401,Private,Salaried,102416,2024-07-03,Resident,Business income,Branch,GB,FR764898810000000072401,Private,Salaried,102416,2024-07-03,Resident,Business income,Branch,GB
725,,IT,2023-02-22,,91,FR761753510000000072501,Premium,Student,48652,2024-04-21,Non-Resident,Savings,Branch,ES,FR761753510000000072501,Premium,Student,48652,2024-04-21,Non-Resident,Savings,Branch,ES
726,,BE,2024-01-06,,66,FR768148210000000072601,Retail,Retired,67176,2024-05-06,Non-Resident,Savings,Online,GB,FR768148210000000072601,Retail,Retired,67176,2024-05-06,Non-Resident,Savings,Online,GB
727,,ES,2023-12-11,,40,FR767374110000000072701,Retail,Student,38497,2024-06-27,Non-Resident,Business income,Online,FR,FR767374110000000072701,Retail,Student,38497,2024-06-27,Non-Resident,Business income,Online,FR
728,,FR,2024-03-31,,72,FR764040610000000072801,Premium,Student,101390,2023-09-14,Resident,Salary,Online,ES,FR764040610000000072801,Premium,Student,101390,2023-09-14,Resident,Salary,Online,ES
